	1639	1423	1280	1613	28901	1680	1351	139	2702	287	562	813	432308	2022747	70584
d1217dd6-62d5-4cf0-b49e-6e79a06e7fd6			1.0												
69d6faa5-ff84-4a8f-9a7d-48a74848f622			1.0												
4cb4a484-4489-4721-852c-af26fdb8ade9			1.0												
fdc3cc48-6aff-463c-973a-2aebd2bf08ae			1.0												
d3410a6c-f44f-4849-ad9a-9606c30c58f7			1.0												
3672e615-0773-4c17-a496-2837e3e2623d			1.0												
e9ec1b9a-b5ca-4400-9338-8e92b542bf48			1.0												
f9cd9fd5-8389-4140-bd01-7219cc17fc0a			1.0												
9cdc3577-2bf3-4612-a62d-5ac33487148f			1.0												
68d1bb97-dd69-4eeb-92cd-012b9f93b915			1.0												
0392d610-0075-4f83-95d7-7429b40edfd0			1.0												
2edcba49-f98a-4656-b314-ce689163ca76			1.0												
ad36b803-c8fe-4c12-b0d5-fbd9e5be1986			1.0												
5b1fb34e-5ae7-44f8-99a3-1d3b30ff856e			1.0												
99dce69a-f155-40eb-a8ba-f070104bd274			1.0												
4b105118-b752-45da-adf1-e0670a66a123			1.0												
f83cde95-0600-4c54-a804-168ecbcb2d85			1.0												
33dc4821-01ad-45da-bf5a-e8dda8bcb76c			1.0												
602c69a1-9e2d-4431-857c-7cb2e56aff82			1.0												
449bff98-98b5-4a38-981b-68a6b478a4e0			1.0												
a88a8d20-a935-4256-ae63-841cc6de37b2			1.0												
f585f725-8524-4fcd-a1c6-90b73fede24b			1.0												
24473f83-08bd-4f11-aed3-a5c9ac4e4349			1.0												
8d7e3a90-6a5b-4ca1-a667-091d88650b32				1.0											
1ed98238-de34-4d2d-b607-7d77317d906c				1.0											
f6f5e2c7-3add-4061-9113-ad28e6dd1724				1.0											
bc86682e-6307-4811-822a-a93c4e71bb08				1.0											
391e24f1-b12e-4875-896c-69d30fc40505				1.0											
72f43729-fd0e-4088-a8c1-770a0e554f87				1.0											
09210b54-0bff-421a-ae92-09d4e2d78c54				1.0											
82e30b5a-7c2b-47c6-9346-754466b87126				1.0											
91d58957-ce71-4feb-a713-36fee35ee95c				1.0											
2540b76d-7e82-4d63-878c-cb63db6bac6d				1.0											
fefaffd1-937c-4e09-b1e8-c77ab6742e06				1.0											
8b3d7f88-0476-483e-8099-f32dc8b1f234				1.0											
68ea4e99-4f96-4a6b-a8c9-54178680bc05				1.0											
daf7ca89-4960-438f-9d6e-f6e731c4430c				1.0											
c2e7cccc-4e75-4d50-87ed-a587f044b32f				1.0											
8bb3d3ec-6831-4d93-862b-3b3cd9cb88c7				1.0											
7c501768-fac1-435a-b1c9-12db0a387921				1.0											
28f5746e-fac0-41fd-82c0-65ee2a56a4c8				1.0											
f6b45167-a609-4e75-af03-77f1fa5a8ac0				1.0											
c2495478-35bd-42f5-b995-8cc490514d46				1.0											
ea3f8759-9a55-4aef-af2a-15c37fa8d0c9				1.0											
c7121d70-424c-4dfd-9620-14a0bb602be4				1.0											
6eda09e5-15c4-454e-9899-a23eebce5f24				1.0											
5a7657b5-32dc-4111-955e-9cc083a5a368				1.0											
2018ce94-dac3-4769-970c-7f008531407b				1.0											
002dd749-d980-45e4-bf6b-ddaaf63ef852				1.0											
47b55ef5-82fe-45c3-b99e-7d9f13bb2b2c				1.0											
f0d44646-5fc9-408b-86e6-443356046bee				1.0											
e00c28d7-9231-4045-95d4-4a6da11c7419				1.0											
5cdea054-e203-403b-b69b-fe21482974d6				1.0											
34627788-6e8d-490e-866d-8664abafca86				1.0											
000aa4e1-cbf4-4e29-b657-29206caec6bd				1.0											
f4669ed5-cfa3-4f08-91c6-18913217a35e				1.0											
b142222f-7128-49dd-ba0d-fbf11d367092				1.0											
7ab9b9db-a071-47e9-a41b-0fac5f3df0e6				1.0											
30d4fb86-9237-4093-9a58-bdbdf54d36a3				1.0											
c5f7146a-c908-4c8b-a0cb-72e9e9448fc4				1.0											
29e18ca6-d226-4f60-9f43-ef9f3314557f				1.0											
65bf6f6e-2946-47dd-88c0-93ea3be314fb				1.0											
37690a07-062a-4ed3-adc6-1cd9981d9574				1.0											
31de5d5c-734c-43ea-8490-3475df8c6944				1.0											
166d5eac-cfd4-4aa8-acea-ed229c0d16d0				1.0											
8b5b848f-bb3e-47d6-9a95-21e5aa6750a7				1.0											
f8283f43-c7aa-43cb-9d58-52808d2f554c				1.0											
b7bf4db7-9ef1-4546-8c86-4d4559a10f73				1.0											
afea1c2f-b12f-4b96-8442-ec7b6f7bc41f				1.0											
61a365d8-a8f5-4367-a4a1-c739d25dfabf				1.0											
b0ac2840-350e-4d50-8fd1-5b1fca75f97f				1.0											
9d4798cc-3050-48bf-84ac-c5758799e866				1.0											
a1dfe98d-ef1e-4590-ab4a-a14997dadb30				1.0											
a466cae8-1145-4e53-af2b-f72e76ade1e1				1.0											
de117ee2-0a08-40b9-ad0e-91d93b1e99ca				1.0											
f2dc7bab-b268-4071-a93e-7b7d6b70514a				1.0											
b1346c30-145d-4e6a-a8d2-39bf621dd65b				1.0											
f6f7fc6b-3106-43ad-8e94-faad2d631e12				1.0											
ed0f6c88-3876-4160-ad38-7bd29b5c17ec				1.0											
babbb5ce-a7f7-4de8-afb2-f88db7af5f25				1.0											
994e9161-dae5-49b4-8a72-a1671d6c1fb0				1.0											
4cffc029-4ed5-4db5-b297-2191b0971d45				1.0											
dd425379-822d-4973-a06e-d19484692dfd				1.0468458897789523e-66			1.0								
f221a34e-47ea-4828-8f92-faef6eabb267				1.0											
2b5f18a4-9b3c-4715-b63f-a1f45c3cbab8				1.0											
d10b0a63-776f-491d-aba3-ad03343d8b31				1.0											
e6c73d0a-1afc-4234-8b0d-8552f74bdd25				1.0											
2abfe520-8f6c-4994-967d-08feb55c55d8				1.0											
73b6ed57-4bde-46e2-bcee-fbcfa62fb5d2				1.0											
7c92d877-7d77-47a0-b3ca-97822bae3d1a				1.0											
7b53c7da-77ba-4c0e-ac1a-e72d648efbeb				1.0											
a8ba6c5c-7d1a-40ae-8fb6-a7aa20cef8b3				1.0											
fad380c9-82e2-4a5c-b2cc-192a05d6b46c				1.0											
8b617926-2fd3-4fe3-9d0f-6d319c56c246				1.0											
8ae1c335-0047-4201-9b08-dc6f92da87c2				1.0											
b9813b92-f19b-418c-88ba-a7195fb5cf9d				1.0											
a55e781d-77e6-4af0-8b13-8d2ec65850ba				1.0											
ea0dc93e-e753-491d-80f4-aae9c07c95cc				1.0											
a5453490-4f03-4efe-a00e-d9498104a45d				1.0											
d8d046d9-9177-434a-b12b-502b0d94309d				1.0											
93888b13-d739-44a9-a502-4c136d3ad875				1.0											
4b577005-9b04-43aa-831a-6a54c3eab170				1.0											
b4854941-7183-4008-a747-42d6c80dfef7				1.0											
5386d87c-2a7c-4a6d-9636-55069bfdb4a6				1.0											
bd4934d2-48c7-490f-a5b9-e5ce8b768ceb				1.0											
6c57175d-08aa-47ba-86d1-69801e9d0156				1.0											
b65ebc8b-7c3a-4670-bd50-ac4abdf2a188				1.0											
7389c873-4ba2-4f26-9ec2-b8cfe82f1f94				1.0											
9cc5fae4-c988-4dc4-b2b4-ab4c7faec48a				1.0											
50d0fd35-65ab-4257-9173-ec9f40ef978f				1.0											
d7241a3a-8060-4149-a2ca-832fd3f908aa				1.0											
4687e303-b2b7-4cfd-b541-a7b991463ca5				1.0											
5a3c44e5-ee09-4712-a998-917373f30c2f				1.0											
e96bc144-17e3-4b80-a6fa-743f9630de7f				1.0											
ed9adb99-6e50-4a26-bf16-30aea59b512d				1.0											
af070efd-cc9e-4ec3-88db-074112538798				1.0											
fb180d04-a3cd-4880-9385-e4022a8d0541				1.0											
b839dbc4-f027-467c-b16a-6f6265ca5067				1.0											
242bb3a5-bf3c-4d02-b945-65979882d205				1.0											
62071f7a-7d83-4797-92c3-3b6d851a69e7				1.0											
9a1c7ea9-ac42-49fe-9566-268295c24b6a				1.0											
383d1acc-27d9-47d5-a7cd-7f136f9f8ea0				1.0											
144525f4-46d8-40b8-b209-fe3a66bc913d				1.0											
e0576ab2-b10c-48e3-94b4-aee81d8aac32				1.0											
e191a787-2298-4e6f-a94e-fd1a0861e33d				1.0											
7e70d164-a2fb-49cc-9cb4-86dad86aed2a				1.0											
50228e3b-c756-4d68-b178-396ccd4abf5e				1.0											
18d1a9a9-d240-47cc-adab-7b8f4cf693cb				1.0											
18d3831b-2dc8-462b-a7ee-5eb08f2aaf9d				1.0											
e6875aba-aa88-4645-a4a4-4ba8f2085363				1.0											
97322cb8-f132-4cfd-a009-a65f5b9c5a12				1.0											
3d02b74f-902e-4a0c-b7a1-34adb6accdd0				1.0											
1be17a60-b5bf-42e6-aa92-8e5a747a3a73				1.0											
b969c147-fb97-48b4-a6f2-e67225f74591				1.0											
4ae98a6b-1837-410c-9a94-ee54b35ac260				4.936154198254854e-105					1.0						
b6ad0f48-605d-4e20-968c-62cb637d3942				1.0											
d9e8bc66-89d3-4c80-a1d7-a994fbeb9da2				1.0											
ae231790-4c40-4d98-9c01-b7d91b8ee726				1.0											
1ff83366-51c4-47f1-97ce-09de342f1e8f				1.0											
9ab48dd6-d416-4112-8b17-b6e080a12388				1.0											
10adb141-2069-40b2-afa5-8fa23121ab71				1.0											
1f13d940-5808-48ea-8751-cbc0d70cb93d				1.0											
52fefd2b-439f-473c-a4e0-661b3ba314f4					1.0										
cf2aed72-63ad-4ce0-8a1a-f35b048a14da					1.0										
3471983f-b572-4701-8ea0-4804fd7b9072					1.0										
1e3c8fa4-14d6-44f2-81b6-8e02e21cd13c					1.0										
d0eb1b8b-84f5-42c8-ad4b-18da9c9afa22					1.0										
e1b0325b-a75b-482d-bfb7-3222419ec11d					1.0										
265ba01a-a2fd-48e7-929a-d5df859d0193					1.0										
3b8ef931-6522-4fdd-aaec-55b68b677245					1.0										
2452c519-c9ee-4144-8ca9-1f09f86e7d6a					1.0										
0b7007c9-d1af-42c9-b4f3-8dc33ca8252e					1.0										
8d7c4e46-b343-4b7d-9c53-f5a093ac1bdc					1.0										
f1b241ff-9a33-4a3f-a857-41fc417804ba					1.0										
db940236-97fb-495e-866f-caba2737dc84					1.0										
dd754b2a-190e-4a2f-8ab1-dbe83db1e776					1.0										
7cf180ff-4a0d-4e3d-8bbd-e2e66eedac48					1.0										
c79fd60a-a0bf-4399-b489-171eaaaa9faf					1.0										
ddad04ed-348e-41f5-97bb-63d61adf6a49					1.0										
ed7a55ec-177f-4d98-989b-cc1555a55782					1.0										
94939792-cb90-4acd-a770-7b1fbf004315					1.0										
38a4b415-0559-48bd-bf3d-95920b4f75a2					1.0										
3b29733c-76df-4aa7-8727-473a1f3e5daf					1.0										
f506139b-ec51-43e9-bd6b-6e8b6e9c7286					1.0										
ceabd9ff-cca7-4c53-aa74-32eaab221cd8					1.0										
f83a96cc-f064-47db-93ad-f6692ed76065					1.0										
4d2d95d2-a5d9-4126-b35f-3a116d7c46b9					1.0										
9cd4ee90-099c-484d-9ee2-f6a157939164					1.0										
a99e4216-66fa-4a75-8f3f-4c14bc9809b8					1.0										
4a82c173-adad-473a-a85e-510df2472c21					1.0										
dc17cc6c-fca8-4253-a3df-3d8de90c5365					1.0										
16756d30-99a1-44eb-b234-879e430a6706					1.0										
547f0616-3ad6-43d3-8273-aaf1c1778043					1.0										
47593b33-e68c-4357-807e-3300d46fd12d					1.0										
12c84cde-d9b5-4cdd-9daa-506c93d4dfe7					1.0										
da737a68-fe9c-4ac1-8203-564b80d71733					1.0										
e0dbe6c9-9311-4588-bff9-5f9ab5c102d2					0.4650644030636212						0.5349355969363788				
bcc442e5-42e5-4b16-a996-4d8896e75f29					1.0										
dfc5d1bb-2627-43de-bc2f-6484c5f68a11					1.0										
72056eb8-f0d2-4d34-b524-b932813524b3					1.0										
46cd953e-3228-4017-aff4-e4438bf07111					1.0										
f41a4a78-9b78-4638-8e58-7ff120ee57cf					1.0										
e2c893e0-8436-4233-b495-64724e968cfa					1.0										
e1642da1-0ab6-4900-8665-db7216a438b3					1.0										
4a5e1b5d-0223-4c62-9f4d-119e98471259					1.0										
aaf8223a-d839-4ff4-a800-9aa0b9c11aa9					1.0										
c64d0103-b051-4d6a-8a40-c2f63ab2d7ca					1.0										
b789c2e8-fc5e-4c4a-bbfe-057de2b40e6c					1.0										
97992faa-54a7-4f4a-9633-5916e6141751					1.0										
bc4b0b90-f2f4-4f5b-a8a5-b73b62c6ddf3						1.0									
555e2e86-d617-4956-925a-0f512d162e59						1.0									
e52cf439-6182-4245-a2c3-2e62a6f4aa7c						1.0									
af518203-58f2-407d-83bc-31d9b49365c8						1.0									
311b4c23-b87b-4ee0-8c02-5f7569c7d11a						1.0									
71a5cef8-074f-42a5-992e-3f47cb6a7a96						1.0									
8098fc1d-3a12-412e-9937-f5f1e89a5291						1.0									
96d0cb6b-aaa8-429c-b1cd-06331f425105						1.0									
7dbd1f2b-117e-42f4-8158-d9c970fe3959						1.0									
653da9be-e382-4117-9691-55eaac413de2						1.0									
aa03bcc0-7ae6-4037-93e6-44681c759109						1.0									
f3d8a68f-aac5-4ba9-9070-220be5446e0f						1.0									
a91f68f6-7187-4f68-a346-f182fb271d8b						1.0									
cfec5b2a-0a0d-4461-bf9e-24fac208302f						1.0									
4bb4dd97-d979-4450-9f9b-210b72931beb						1.0									
4748fa06-cd0d-4e6e-aef1-47057f23d5bd						1.0									
d9a20ccc-4189-402d-a205-187a2202e6e7						1.0									
a68c9354-49e1-42eb-ae1e-d26e3f71e307						1.0									
3c309a26-02e3-4fa6-b880-71a3211da690						1.0									
3b18ef88-756b-4c58-b487-e5fdbdf364cf						1.0									
2bbf319f-b9dc-4617-b237-fdeb29c691ee						1.0									
5d4eede0-3639-4ede-a055-be7a62c4ebdd						1.0									
8b7cc435-439c-487b-886c-c6e7e4781c9a						1.0									
17b05337-0c84-470a-a4be-f46c7a576cad						1.0									
2f351857-a59d-4618-b817-1b71daf1c184						1.0									
d4b01a85-9d8d-4e64-87f0-f98d85d4e280						1.0									
d793955c-3f6d-4203-a6bf-8b257ba91698						1.0									
eca7362f-c6f9-4fc6-afd7-7ca9c9aa1812						1.0									
dffb414c-d151-48c1-806a-e5fa150971a8						1.0									
c926d81c-28b5-452f-aba2-8aaff22b57a4						1.0									
74b06516-d0e2-45e6-b4f6-ed7b5e7fe478						1.0									
63b30bd3-8ea2-495a-a691-09febb0d5745						1.0									
21152601-6a60-46d0-92d1-f690c7346e86						1.0									
9ecacd65-3414-4493-a936-73458d2e7158						1.0									
fb97f2b0-1611-4179-a049-5e2e57b73ead						1.0									
b781d5f5-77a9-4098-91a8-8cb46b35ac7c						1.0									
02eb88b1-56ac-4555-9a6c-9ce0a9b81dfb						1.0									
95a3a66f-b1b3-4cec-8852-c08492c4ade2						1.0									
52e6cd85-1497-495c-b0cc-4a572a5b7f34						1.0									
eeef2a0b-eba4-4e41-bfc9-f5698b5c7f42						6.659129640340865e-134			1.0						
e16bcf04-5c6f-4901-a263-10a53e91681f						1.0									
cf5ecc7e-e6eb-48c4-87fe-a0cb2992846e						1.0									
946dbbc4-bcf4-4a40-94e7-9903d1e44ce8						1.0									
8aaad5e4-afca-44aa-b78f-76c0858fcb21						1.0									
8e6424b1-0064-4be4-b8ad-c9012efb06d7						1.0									
d767cbbe-40c0-4b59-a661-2719fd59e4f5						1.0									
0677a989-449b-4c33-a52a-91242646872b						1.0									
0609bee3-fee5-4b36-b277-fb6a837848c8						1.0									
c287a696-e63d-4899-9c77-0f29664b7960						1.0									
a2648646-f0f3-40ea-a37d-7ba2d8b4ff18						1.0									
432f9f9d-e932-4c93-a258-a44f025014d5						1.0									
119bc04a-4fd2-4f64-a616-46ce105bd89b						1.0									
8dcfafd0-222c-4962-9221-2cc0b864e299						1.0									
46c2d450-780b-49e1-897c-660b81e41dbb						1.0									
1457f6cf-fefa-40eb-af21-0d84a0c1ddb3						1.0									
1be4dee6-d374-4ae2-923a-881ea81f41a8						1.0									
9cc7f52e-77dd-4292-bb55-9e8f013abc2e						1.0									
11f96350-c594-433c-96eb-81a803b38fb0						1.0									
03a4bbde-74c8-4452-8a90-73ac83a015f6						1.0									
950c8954-c456-457a-b0f7-82ec2b40c44d						1.0									
07932c28-1c77-4443-8241-4768532df08e						1.0									
6d1674d2-0f63-4d9f-89be-41751237a7f0						1.0									
f4044ea9-6c02-48bb-8c71-d923423bfe8a						1.0									
1d4c3606-c0ff-49b9-8255-0afe3524da1e						1.0									
f6e5ed37-25be-4e78-b3b6-0cabaad6299e						1.0									
5090296d-b5a6-4743-a6c4-70b57b6d9a89						1.0									
d52ffe4e-909b-4b51-aaa3-e9c2e591ff42						1.0									
381e0b4d-ef13-4788-aef8-de62047329dc						1.0									
295753c2-a8fd-4bfd-9754-597eddfa1d67						1.0									
81110ea7-1841-4a0a-b490-45ed39305072						1.0									
00570a0b-e82e-455c-b18f-6565d0f06516						1.0									
32edbcc5-6464-4a6d-b4f7-936191521e8e						1.0									
e2f15fdb-8855-4e48-ab5d-2c0612f36879							1.0								
9d384b5c-59a6-407a-b5a0-11a4868ec5b2							1.0								
97a089ab-97c6-4af9-8726-9c6d63b2d1db							1.0								
7bf59add-59f3-4a34-89bf-05ba65847425							1.0								
4846356f-3817-47ae-8880-4c14c6c06cab							1.0								
db3ac24e-54d6-43c2-a1be-67bcd01be1b5							1.0								
eb93048b-548a-455e-b256-a7b59e4b4695							1.0								
360e3a41-6336-4c10-9c07-d1a8ace0aa8b							1.0								
ca633261-1d6a-4528-84db-37923c1241a8							1.0								
5ba41acc-0fe0-43a8-bd8e-f7013ec54f74							1.0								
44d706df-df77-48da-84e6-b221146f62f6							1.0								
070c1b2a-1fcd-4f75-bc63-b08f5e86de0c							1.0								
1afe1e27-f40a-49d7-aed2-ed6bb9288404							1.0								
a889f72b-cc7d-43b4-9330-ca36579c0a59							1.0								
e87793f7-4c7e-4d12-9cec-79c283a65203							1.0								
bc8a39b9-55fb-4f4a-8ad5-f09beb6dbf77							1.0								
2e5917c3-b1b0-41ce-9ee2-692f5ba0114d							1.0								
9d65f05b-18fc-453f-88a8-72df56bb75f8							1.0								
9f55812b-bf32-449d-9f1a-fe68b7ba0234							1.0								
85fef067-3174-422d-ae38-b39a89bb586a							1.0								
e1bf004d-31f1-41b3-a573-1f72790f4378							1.0								
e2245854-56f0-40b1-b2f1-d4f5ad3a4641							1.0								
427e7d14-a0ae-4486-b421-97ad913f8d1f							1.0								
7343cd76-cdba-428b-aee2-3d10856a7dac							1.0								
679b5a55-82e2-4de1-9e5a-dbe5981f3bfc							1.0								
76260d35-21ce-489f-a65b-b209e3041945							1.0								
e9c54498-f768-43bf-8277-f3c98cf1d0ea							1.0								
156f1cd8-1bdd-44bd-b24b-37b05e3fd70c							1.0								
1405cb47-c583-4b9e-8f78-2f685f4fe530							1.0				5.495958047217572e-42				
443a1b4f-2cff-4016-967f-865dcdbd5489							1.0								
824d00d3-1317-41ca-a35a-95318d38bf9f							1.0								
15cfdcbc-6c47-4a72-b9d7-173f2a564835							1.0								
fad16b1a-c844-4395-a05a-8b177ee478e9							1.0								
9ee53721-0aeb-4dde-a993-c3123fdd9b21							1.0								
e9de1965-1556-44a0-9379-34d5b342c4a0							1.0								
1f68ca75-da1c-407a-a47d-ef415a6d41f2							1.0								
059489a2-d153-403d-bbe3-1cf20349f770							1.0								
88665bbd-67d7-4d1a-98ba-932b373e7b06							1.0								
6e34cdcd-6e67-40d4-b2e1-b50be2e6eb79							1.0								
a4ac8df4-5eda-42d4-8035-993e2be9a6b3							1.0								
1182f2b0-032a-4c4a-bf5b-6f96ce2fac82							1.0								
e199d1da-cfe8-4e75-81ee-d1cb62c9405a							1.0								
9127f767-f51f-4df4-98ba-1fbcd2ba9fe6							1.0								
259a3d48-e2d8-425d-925c-4eabff2848b7							1.0								
dae1c7c3-fbcb-4b8d-8ba9-78dc807c29dd							1.0								
a53af3be-0832-43e0-9b3e-17b2164bd2a4							1.0								
9c8b55a1-a7ca-45c1-9866-8d778bfb270a							1.0								
9a585f69-8349-41ba-9106-535dce713669							1.0								
3cb29d42-68be-4e32-ab72-39bb5a08b68c							1.0								
5662fcb3-72a4-4f7e-8535-d5b0a8c148ed							1.0								
7d91cfdd-75d6-4d23-b62f-8fa00754d00b							1.0								
8df5edcf-3f01-4f58-b9a1-a0ab6461e58a							1.0								
b5efe7b3-c6e4-4a6c-9880-a9ad264bcb8f							1.0								
e69f3e7e-c052-4de7-bcd5-8ac389e4a3d0							1.0								
774d7025-c240-47c6-ba7d-c2da99cc6f93							1.0								
3bc60e0d-e696-49cf-a082-1d9f0c07c1fb							1.0								
b181bbba-9a07-4b20-ac81-f939a3d05037							1.0								
1b1c790a-56eb-45d3-a2eb-e351b7e0e196							1.0								
b99196ee-22aa-424b-b62d-4eefeccc51a9							1.0								
3a3cfb6f-7c53-4d8b-8f81-374166b377b4							1.0								
3df3bece-821e-4b2b-a21a-92269128c2a3							1.0								
8765a56c-8e35-4dd5-9440-aab77def4beb							1.0								
4c763bf5-e924-44ef-8f50-817bf6149028							1.0								
eaea1f5f-3709-4170-9f87-6e8f0aa787ed							1.0								
22747e29-73fa-4eaf-bf2d-d65948e38ba8							1.0								
8ef71954-75a3-4f42-9dac-2af70d0ce899							1.0								
afec148a-9da8-4cc4-8552-cef1ebc0fff0							1.0								
2595a95c-e149-436f-884f-cc660acaff16							1.0								
a82fdeac-af05-4ffe-b770-6e40fbffd0d3							1.0								
e571aead-a33d-4f67-a70a-937e2540e917							1.0								
5dd86a03-8d4f-4ff9-b836-c0e63849bf39							1.0								
3bc63da5-7112-455a-9df1-db145d2d30a8							1.0								
1a37fb55-d594-4426-bee2-39728c52638a							1.0								
e7727d21-b91f-4c68-a83a-920c20ca3b07							1.0								
6df9593d-1c3a-45b7-b418-7e66f56ec1f2							1.0								
00c98618-8bb1-4b34-8d72-7d4e4f5ec751							1.0								
9e398e4d-d109-4845-a274-07022fabfc25							1.0								
b36f4b09-a0a5-4403-9d90-671ba2f47d79							1.0								
a9730b17-adda-4e67-b8f9-de64a22fcfe2							1.0								
d09efc48-8df2-4d8b-a0aa-e21fb45ccc64							1.0								
464bbacf-d04a-40ca-9313-db71bd4fc8e3							1.0								
10be3f15-b552-49a9-9155-fddb3b4dd013							1.0								
12d68b59-26aa-45eb-b57d-82af5f0d3d47							1.0								
3106c37a-ed76-4a7c-a656-6032eee818a1							1.0								
5cbde1ce-024d-4fbe-ad6f-161e31a74f1e							1.0								
e69428de-beb7-44e0-89aa-48a5a0141879							1.0								
5898062a-c39d-4439-8998-ec8a6e8bf7b4							1.0								
47d4f200-8a33-4fe6-bad6-5383fc837c57							1.0								
565815c0-7ab5-47e8-a98e-b07e9096be63							1.0								
8f859875-d063-4bce-a4c3-d6035ae2ced9							1.0								
a1ea5c35-e74b-4c33-9e44-01ca10614a57							1.0								
b4a12c7d-cad7-4f2f-9c30-7c396c8b5bc5							1.0								
970588ee-ce93-41e6-94c6-c24fddcba878							1.0								
ce515466-4602-4418-be54-fac524d814dc							1.0								
e5e7803c-9957-490b-ad8b-2b6396ac082b							1.0								
4593720f-81f9-4b3b-9012-81819cc8defe							1.0								
e6fad483-d0a2-4a54-b5cd-e7779293c065							1.0								
cdfe82da-3252-4b9b-b05b-4245e05ccb59							1.0								
a0734f27-7645-4ae9-a34a-c13d65aff3ea							1.0								
e0b4a2a4-f94f-4dd0-af97-54e670d1d8fa							1.0								
a6806107-2544-4f18-b5c1-746a7fed6d8a							1.0								
039ae180-8e17-4e38-a558-0069e2e8ad01							1.0								
66bf9bf7-56f7-49fe-90fc-36f5d95f1562							1.0								
bf66ddb7-bf6f-4f2c-8d1b-fdaafa9742bf							1.0								
d7a22057-8585-4492-a015-4520b06321e4							1.0								
72bef19a-741c-47a0-84fd-2321414ab7fa							1.0								
143cc06a-064d-4556-a1dc-e30918946567							1.0								
fee92276-fe83-4a36-8c8e-5975aaea01d0							1.0								
cbddab29-8d63-4622-8ce8-63fa4c517abb							1.0								
4c25d1ca-315b-4d00-b87c-48989c147e53							1.0								
b7fae32e-ea06-48c5-bedd-cb85e6b2fb7b							1.0								
dcac64a8-56c3-4c71-ae26-14e6ef6f9d4b								1.0							
70554c70-5554-4392-9aad-cbed267d2013								1.0							
e5f67b68-0bde-40ee-9977-ac1387b99a10								1.0							
1f0ab758-d35b-45e0-8897-62a75d681099								1.0							
540079b5-10cd-40d1-bf4d-875bbe1e8328								1.0							
7e68981a-b72e-4dbe-a2cc-95dbcbe65f54								1.0							
fa732e6e-1182-4148-b4e4-66654f6d13e0								1.0							
b2ea21b6-c3f4-46bb-89ea-8255f5861628								1.0							
10b61d4e-1f55-4d01-b7f6-823f2b2a8082								1.0							
66082bd2-9a1e-4726-8823-3fae0a1957d5								1.0							
b53aa389-e64a-4a8b-9a57-e34aa02a7e0b								1.0							
1f98381c-451a-4e0a-a3dc-65bea8a197d7								1.0							
15b14aa9-51af-48b4-93a5-b2be7440405d								1.0							
5c729566-eadf-4134-a730-6e8aab72a16d								1.0							
68156635-6450-4368-b976-4f63cfcdb3ac								1.0							
0ea35232-afef-455f-bf27-146c302c8f89								1.0							
acc8c3f5-a6fb-4f79-9ac4-84fb62a8169b								1.0							
55bff837-b18d-4767-979d-806c15cc95f3								1.0							
9b395d31-1660-4014-bc92-be5232c0a1bd								1.0							
74926dde-02ea-442a-8cfe-c9c743783526								1.0							
f87b00d5-1264-4526-b334-b4cfe2149243								1.0							
e3ecf03f-7fd1-4c28-8396-187868089945								1.0							
4ef4b990-f986-4d1a-9998-16ad9a81dbee								1.0							
f4173ea2-3d36-480d-8c47-f589859d0eeb								1.0							
d60f0fbc-0368-4d6b-b0df-fb3095dd6658								1.0							
7198185e-8bde-4bf8-a03e-0514cfd5442b								1.0							
93e98363-adee-4289-acbb-70f4074ee68f								1.0							
346d0fff-a1fe-426f-9506-86e5c49c2e1c								1.0							
4eb6f526-efd8-4c16-9d06-02f3fc0d6549								1.0							
6f55d36c-267c-4843-95a1-66311b7ec3f4								1.0							
1ece5b6b-058c-4046-ad75-9000ec6aa8aa									1.0						
6a92b34a-3112-4744-896c-025f1ecba076									1.0						
9c016e72-83d6-4342-ac45-6aa12f2bf511									1.0						
b45d2af4-e819-4990-9f5c-e9ad9c47ddd7									1.0						
0e56e021-e32e-4e1f-b08d-3b58576fe769									1.0						
b21b2abf-89c0-4ef0-b666-9cf4bd7935e7									1.0						
78ccf8c6-862e-4af0-a175-c0017e487109									1.0						
81babd8c-2183-42c2-bf38-ba02c4db9ea7									1.0						
74769f30-3eec-40a3-bba6-0263145a5916									1.0						
01ec3b3b-fb48-4eea-96ea-4d8aeb15bf87									1.0						
bd7ded41-f0bd-4f02-ab88-7ad20cfb1b0b									1.0						
ebb6d1e1-4376-4791-b009-b7bb5830c85d									1.0						
76a33737-219f-4b86-b4e4-7640306d714b									1.0						
bfaeaf95-d160-46be-9886-2dbc7e0948dd									1.0						
ca43c16f-b411-4b31-abc6-61f47423d4b8									1.0						
e2428d73-9f3c-4d65-8d40-e03d7edb40c5									1.0						
6a6a4eb4-8a48-4977-ac7a-5d870f7f9307									1.0						
de9e2ce4-e455-47b2-b50f-2c1de6a67f05									1.0						
302fbd22-5cc7-40b9-87bb-a07e92ef53c3									1.0						
c9667f5b-da90-427a-a437-b16a5b2788da									1.0						
5c68826b-ed32-4a69-8b54-a98873a5023b									1.0						
883bbc9e-d096-4d73-944c-1c79074f4eb4									1.0						
b1cdafcc-6540-42a0-aae5-8ad424e3a0d4									1.0						
a05a12b5-0008-43ff-a838-e61de84d4723									1.0						
9f6093db-8f96-4d7c-8af3-563a349ce47a									1.0						
24fa77d3-0863-4778-88d1-fcebf785fcbc									1.0						
2d252156-770f-43fe-a1cd-b2167c954a32									1.0						
d1076ca6-e54f-42c0-9ab2-524b2c07c962									1.0						
